copper_height,f_max,f_min,feed_depth,feed_gap_width,feed_width,l3horizontal,l3vertical,patch_length,patch_width,permittivity,realized_gain,resonance,s11,substrate_height,bandwidth
0.035,65.0,35.0,0.3625,0.29,0.1584,-3.3567,2.7041,1.45,1.595,3.6,2.7041,55.61,-32.152,0.071,2.2841
0.035,65.0,35.0,0.3625,0.29,0.13976,-3.6237,2.1504,1.45,1.595,4.3,2.1504,51.08,-36.992,0.071,2.0096
0.035,65.0,35.0,0.3625,0.29,0.12345999999999999,-3.8843,1.6513,1.45,1.595,5.0,1.6513,47.45,-45.847,0.071,1.8148
0.035,65.0,35.0,0.18125,0.29,0.1584,-3.8086,2.3226,1.45,1.595,3.6,2.3226,54.38,-13.24,0.071,1.9346
0.035,65.0,35.0,0.18125,0.29,0.13976,-3.9699,1.8435,1.45,1.595,4.3,1.8435,49.97,-14.33,0.071,1.8113
0.035,65.0,35.0,0.18125,0.29,0.12345999999999999,-4.1588,1.3923,1.45,1.595,5.0,1.3923,46.46,-15.753,0.071,1.6961
0.035,65.0,35.0,0.3625,0.09666699999999999,0.1584,-3.7825,2.2635,1.45,1.595,3.6,2.2635,53.6,-15.187000000000001,0.071,2.2045
0.035,65.0,35.0,0.3625,0.09666699999999999,0.13976,-4.0365,1.7028,1.45,1.595,4.3,1.7028,49.22,-16.108,0.071,1.9809999999999999
0.035,65.0,35.0,0.3625,0.09666699999999999,0.12345999999999999,-4.315,1.1623,1.45,1.595,5.0,1.1623,45.68,-17.427,0.071,1.8478
0.035,65.0,35.0,0.18125,0.09666699999999999,0.1584,-4.0532,2.0246,1.45,1.595,3.6,2.0246,52.97,-13.173,0.071,1.8975
0.035,65.0,35.0,0.18125,0.09666699999999999,0.13976,-4.2657,1.4914,1.45,1.595,4.3,1.4914,48.68,-14.307,0.071,1.7771
0.035,65.0,35.0,0.18125,0.09666699999999999,0.12345999999999999,-4.4955,0.9920399999999999,1.45,1.595,5.0,0.9920399999999999,45.26,-15.966,0.071,1.7025
0.035,65.0,35.0,0.3625,0.29,0.17424,-3.0477,3.0057,1.45,1.595,3.6,3.0057,55.55,-25.211,0.0781,2.3768
0.035,65.0,35.0,0.3625,0.29,0.15374000000000002,-3.2867,2.4829,1.45,1.595,4.3,2.4829,51.02,-26.659000000000002,0.0781,2.1036
0.035,65.0,35.0,0.3625,0.29,0.1358,-3.5625,1.9674,1.45,1.595,5.0,1.9674,47.39,-28.796,0.0781,1.8998
0.035,65.0,35.0,0.18125,0.29,0.17424,-3.6092,2.5125,1.45,1.595,3.6,2.5125,54.26,-12.085,0.0781,1.7938
0.035,65.0,35.0,0.18125,0.29,0.15374000000000002,-3.7669,2.0414,1.45,1.595,4.3,2.0414,49.85,-12.940999999999999,0.0781,1.7259
0.035,65.0,35.0,0.18125,0.29,0.1358,-3.9247,1.6207,1.45,1.595,5.0,1.6207,46.37,-14.045,0.0781,1.663
0.035,65.0,35.0,0.3625,0.09666699999999999,0.17424,-3.4873,2.5526,1.45,1.595,3.6,2.5526,53.57,-13.962,0.0781,2.1487
0.035,65.0,35.0,0.3625,0.09666699999999999,0.15374000000000002,-3.7252,2.0104,1.45,1.595,4.3,2.0104,49.16,-14.609000000000002,0.0781,1.9295
0.035,65.0,35.0,0.3625,0.09666699999999999,0.1358,-3.9555,1.5172,1.45,1.595,5.0,1.5172,45.65,-15.517000000000001,0.0781,1.8061
0.035,65.0,35.0,0.18125,0.09666699999999999,0.17424,-3.8291,2.2414,1.45,1.595,3.6,2.2414,52.88,-11.834000000000001,0.0781,1.6912
0.035,65.0,35.0,0.18125,0.09666699999999999,0.15374000000000002,-3.9913,1.7626,1.45,1.595,4.3,1.7626,48.59,-12.677999999999999,0.0781,1.6338
0.035,65.0,35.0,0.18125,0.09666699999999999,0.1358,-4.1811,1.3024,1.45,1.595,5.0,1.3024,45.2,-13.852,0.0781,1.6142
0.035,105.0,55.0,0.225,0.18,0.11110999999999999,-3.1617,1.8032,0.9,0.81,5.0,1.8032,78.15,-10.197000000000001,0.0639,1.8430000000000002
0.035,105.0,55.0,0.225,0.18,0.14256,-2.5864,3.1668,0.9,0.9,3.6,3.1668,90.45,-11.931,0.0639,3.6709
0.035,105.0,55.0,0.225,0.18,0.12579,-2.8203,2.6794,0.9,0.9,4.3,2.6794,83.0,-12.482999999999999,0.0639,3.4347
0.035,105.0,55.0,0.225,0.18,0.11110999999999999,-2.9683,2.282,0.9,0.9,5.0,2.282,77.05,-13.162,0.0639,3.2736
0.035,105.0,55.0,0.225,0.06,0.12579,-3.3964,2.0526,0.9,0.9,4.3,2.0526,79.35,-10.148,0.0639,1.746
0.035,105.0,55.0,0.225,0.06,0.11110999999999999,-3.5108,1.6877,0.9,0.9,5.0,1.6877,73.7,-10.799000000000001,0.0639,2.1454
0.035,105.0,55.0,0.1125,0.06,0.11110999999999999,-3.7681,1.4414,0.9,0.9,5.0,1.4414,72.8,-10.065,0.0639,1.4035
0.035,105.0,55.0,0.225,0.18,0.1584,-2.3684,3.3713,0.9,0.9,3.6,3.3713,90.35,-11.168,0.071,3.3235
0.035,105.0,55.0,0.225,0.18,0.13976,-2.5919,2.8978,0.9,0.9,4.3,2.8978,82.9,-11.652000000000001,0.071,3.1968
0.035,105.0,55.0,0.225,0.18,0.12345999999999999,-2.7076,2.5311,0.9,0.9,5.0,2.5311,76.95,-12.267999999999999,0.071,3.1089
0.035,105.0,55.0,0.225,0.18,0.17424,-2.2486,3.4744,0.9,0.9,3.6,3.4744,90.2,-10.36,0.0781,2.6665
0.035,105.0,55.0,0.225,0.18,0.15374000000000002,-2.4663,3.0117,0.9,0.9,4.3,3.0117,82.7,-10.804,0.0781,2.7769999999999997
0.035,105.0,55.0,0.225,0.18,0.1358,-2.5567,2.6689999999999996,0.9,0.9,5.0,2.6689999999999996,76.8,-11.363,0.0781,2.8445
0.035,105.0,55.0,0.225,0.18,0.14256,-2.3837,3.6398,0.9,0.99,3.6,3.6398,89.25,-16.524,0.0639,4.3343
0.035,105.0,55.0,0.225,0.18,0.12579,-2.6255,3.1318,0.9,0.99,4.3,3.1318,82.0,-17.085,0.0639,3.8538
0.035,105.0,55.0,0.225,0.18,0.11110999999999999,-2.8517,2.6798,0.9,0.99,5.0,2.6798,76.15,-17.882,0.0639,3.4894
0.035,105.0,55.0,0.1125,0.18,0.12579,-3.2996,2.5055,0.9,0.99,4.3,2.5055,79.95,-10.592,0.0639,2.1275
0.035,105.0,55.0,0.1125,0.18,0.11110999999999999,-3.4283,2.1323,0.9,0.99,5.0,2.1323,74.35,-11.353,0.0639,2.3483
0.035,105.0,55.0,0.225,0.06,0.14256,-3.0168,3.0135,0.9,0.99,3.6,3.0135,86.0,-11.262,0.0639,3.0218
0.035,105.0,55.0,0.225,0.06,0.12579,-3.2304,2.5156,0.9,0.99,4.3,2.5156,78.95,-11.769,0.0639,2.9002
0.035,105.0,55.0,0.225,0.06,0.11110999999999999,-3.4124,2.0796,0.9,0.99,5.0,2.0796,73.3,-12.427,0.0639,2.8053
0.035,105.0,55.0,0.1125,0.06,0.12579,-3.5498,2.217,0.9,0.99,4.3,2.217,77.95,-10.439,0.0639,1.935
0.035,105.0,55.0,0.1125,0.06,0.11110999999999999,-3.663,1.8426,0.9,0.99,5.0,1.8426,72.5,-11.232999999999999,0.0639,2.2359999999999998
0.035,105.0,55.0,0.225,0.18,0.1584,-2.1785,3.8249,0.9,0.99,3.6,3.8249,89.1,-14.875,0.071,4.4030000000000005
0.035,105.0,55.0,0.225,0.18,0.13976,-2.4258,3.3173,0.9,0.99,4.3,3.3173,81.8,-15.302999999999999,0.071,3.9154
0.035,105.0,55.0,0.225,0.18,0.12345999999999999,-2.62,2.9012,0.9,0.99,5.0,2.9012,75.95,-15.911,0.071,3.5504
0.035,105.0,55.0,0.1125,0.18,0.12345999999999999,-3.2521,2.2979,0.9,0.99,5.0,2.2979,74.1,-10.489,0.071,1.8875
0.035,105.0,55.0,0.225,0.06,0.1584,-2.842,3.1693,0.9,0.99,3.6,3.1693,85.8,-10.499,0.071,2.4909
0.035,105.0,55.0,0.225,0.06,0.13976,-3.0436,2.6889999999999996,0.9,0.99,4.3,2.6889999999999996,78.75,-10.911,0.071,2.5426
0.035,105.0,55.0,0.225,0.06,0.12345999999999999,-3.198,2.2838,0.9,0.99,5.0,2.2838,73.1,-11.46,0.071,2.5606
0.035,105.0,55.0,0.1125,0.06,0.12345999999999999,-3.492,2.0032,0.9,0.99,5.0,2.0032,72.25,-10.282,0.071,1.6598
0.035,105.0,55.0,0.225,0.18,0.17424,-2.0216,3.9583,0.9,0.99,3.6,3.9583,88.9,-13.655,0.0781,4.4078
0.035,105.0,55.0,0.225,0.18,0.15374000000000002,-2.2578,3.4693,0.9,0.99,4.3,3.4693,81.6,-14.014000000000001,0.0781,3.9301
0.035,105.0,55.0,0.225,0.18,0.1358,-2.4457,3.0637,0.9,0.99,5.0,3.0637,75.75,-14.525,0.0781,3.5882
0.035,105.0,55.0,0.225,0.06,0.15374000000000002,-2.8789,2.8391,0.9,0.99,4.3,2.8391,78.6,-10.262,0.0781,1.9969
0.035,105.0,55.0,0.225,0.06,0.1358,-3.0161,2.4558,0.9,0.99,5.0,2.4558,72.95,-10.731,0.0781,2.2196
0.035,105.0,55.0,0.25,0.2,0.12579,-3.2311,1.9624,1.0,0.9,4.3,1.9624,75.9,-10.385,0.0639,2.0181
0.035,105.0,55.0,0.25,0.2,0.11110999999999999,-3.3106,1.6562,1.0,0.9,5.0,1.6562,70.5,-11.17,0.0639,2.3203
0.035,105.0,55.0,0.25,0.06666699999999999,0.11110999999999999,-3.8028,1.0979,1.0,0.9,5.0,1.0979,66.8,-10.201,0.0639,1.4602
0.035,105.0,55.0,0.25,0.2,0.12345999999999999,-3.1269,1.8326,1.0,0.9,5.0,1.8326,70.35,-10.270999999999999,0.071,1.7485
0.035,105.0,55.0,0.25,0.2,0.14256,-2.7636,2.9967,1.0,1.0,3.6,2.9967,81.5,-13.31,0.0639,3.5702
0.035,105.0,55.0,0.25,0.2,0.12579,-3.0262,2.475,1.0,1.0,4.3,2.475,74.85,-13.734000000000002,0.0639,3.258
0.035,105.0,55.0,0.25,0.2,0.11110999999999999,-3.1637,2.093,1.0,1.0,5.0,2.093,69.5,-14.687000000000001,0.0639,3.0247
0.035,105.0,55.0,0.125,0.2,0.11110999999999999,-3.7463,1.5185,1.0,1.0,5.0,1.5185,67.5,-10.663,0.0639,1.7317
0.035,105.0,55.0,0.25,0.06666699999999999,0.14256,-3.3802,2.352,1.0,1.0,3.6,2.352,77.9,-10.439,0.0639,2.0426
0.035,105.0,55.0,0.25,0.06666699999999999,0.12579,-3.5704,1.8757,1.0,1.0,4.3,1.8757,71.5,-10.925999999999998,0.0639,2.1709
0.035,105.0,55.0,0.25,0.06666699999999999,0.11110999999999999,-3.7079,1.4922,1.0,1.0,5.0,1.4922,66.4,-11.735999999999999,0.0639,2.2875
0.035,105.0,55.0,0.125,0.06666699999999999,0.12579,-3.8692,1.5918,1.0,1.0,4.3,1.5918,70.5,-10.094,0.0639,1.3337
0.035,105.0,55.0,0.125,0.06666699999999999,0.11110999999999999,-3.9671,1.2429999999999999,1.0,1.0,5.0,1.2429999999999999,65.6,-10.988,0.0639,1.8811
0.035,105.0,55.0,0.25,0.2,0.1584,-2.5701,3.179,1.0,1.0,3.6,3.179,81.4,-12.152999999999999,0.071,3.391
0.035,105.0,55.0,0.25,0.2,0.13976,-2.8167,2.6758,1.0,1.0,4.3,2.6758,74.7,-12.517000000000001,0.071,3.1184
0.035,105.0,55.0,0.25,0.2,0.12345999999999999,-2.9426,2.3036,1.0,1.0,5.0,2.3036,69.35,-13.29,0.071,2.9527
0.035,105.0,55.0,0.25,0.06666699999999999,0.13976,-3.3752,2.0631,1.0,1.0,4.3,2.0631,71.4,-10.081,0.071,1.4675
0.035,105.0,55.0,0.25,0.06666699999999999,0.12345999999999999,-3.4723,1.7194,1.0,1.0,5.0,1.7194,66.35,-10.761,0.071,1.9033
0.035,105.0,55.0,0.25,0.2,0.17424,-2.3565,3.3785,1.0,1.0,3.6,3.3785,81.35,-11.482000000000001,0.0781,3.1673
0.035,105.0,55.0,0.25,0.2,0.15374000000000002,-2.584,2.8981,1.0,1.0,4.3,2.8981,74.65,-11.832,0.0781,2.9407
0.035,105.0,55.0,0.25,0.2,0.1358,-2.6902,2.5447,1.0,1.0,5.0,2.5447,69.3,-12.515999999999998,0.0781,2.8252
0.035,105.0,55.0,0.25,0.06666699999999999,0.1358,-3.2861,1.8944,1.0,1.0,5.0,1.8944,66.2,-10.037,0.0781,1.3131
0.035,105.0,55.0,0.25,0.2,0.14256,-2.6405,3.3982,1.0,1.1,3.6,3.3982,80.45,-18.452,0.0639,3.8741
0.035,105.0,55.0,0.25,0.2,0.12579,-2.9201,2.847,1.0,1.1,4.3,2.847,73.9,-18.774,0.0639,3.4435
0.035,105.0,55.0,0.25,0.2,0.11110999999999999,-3.144,2.3925,1.0,1.1,5.0,2.3925,68.65,-20.066,0.0639,3.0863
0.035,105.0,55.0,0.125,0.2,0.14256,-3.3222,2.7795,1.0,1.1,3.6,2.7795,78.4,-10.814,0.0639,2.2634
0.035,105.0,55.0,0.125,0.2,0.12579,-3.5026,2.3073,1.0,1.1,4.3,2.3073,72.05,-11.481,0.0639,2.3361
0.035,105.0,55.0,0.125,0.2,0.11110999999999999,-3.6387,1.9216,1.0,1.1,5.0,1.9216,67.0,-12.431,0.0639,2.3676
0.035,105.0,55.0,0.25,0.06666699999999999,0.14256,-3.2008,2.8414,1.0,1.1,3.6,2.8414,77.5,-12.235,0.0639,3.0308
0.035,105.0,55.0,0.25,0.06666699999999999,0.12579,-3.4522,2.2959,1.0,1.1,4.3,2.2959,71.1,-12.683,0.0639,2.7976
0.035,105.0,55.0,0.25,0.06666699999999999,0.11110999999999999,-3.6277,1.8628,1.0,1.1,5.0,1.8628,66.05,-13.538,0.0639,2.6389
0.035,105.0,55.0,0.125,0.06666699999999999,0.14256,-3.5488,2.5203,1.0,1.1,3.6,2.5203,76.5,-10.610999999999999,0.0639,2.0549
0.035,105.0,55.0,0.125,0.06666699999999999,0.12579,-3.7451,2.0231,1.0,1.1,4.3,2.0231,70.25,-11.32,0.0639,2.1908
0.035,105.0,55.0,0.125,0.06666699999999999,0.11110999999999999,-3.8722,1.6326,1.0,1.1,5.0,1.6326,65.4,-12.222999999999999,0.0639,2.2665
0.035,105.0,55.0,0.25,0.2,0.1584,-2.3613,3.6599,1.0,1.1,3.6,3.6599,80.35,-16.991,0.071,3.9199
0.035,105.0,55.0,0.25,0.2,0.13976,-2.6216,3.1327,1.0,1.1,4.3,3.1327,73.8,-17.219,0.071,3.4769
0.035,105.0,55.0,0.25,0.2,0.12345999999999999,-2.8107,2.716,1.0,1.1,5.0,2.716,68.5,-18.152,0.071,3.1213
0.035,105.0,55.0,0.125,0.2,0.13976,-3.2818,2.5168,1.0,1.1,4.3,2.5168,71.95,-10.488,0.071,1.8281
0.035,105.0,55.0,0.125,0.2,0.12345999999999999,-3.4027,2.1506,1.0,1.1,5.0,2.1506,66.9,-11.244000000000002,0.071,2.0557
0.035,105.0,55.0,0.25,0.06666699999999999,0.1584,-2.9788,3.0451,1.0,1.1,3.6,3.0451,77.45,-11.347000000000001,0.071,2.7574
0.035,105.0,55.0,0.25,0.06666699999999999,0.13976,-3.2089,2.5294,1.0,1.1,4.3,2.5294,71.05,-11.679,0.071,2.5752
0.035,105.0,55.0,0.25,0.06666699999999999,0.12345999999999999,-3.3747,2.1086,1.0,1.1,5.0,2.1086,65.95,-12.353,0.071,2.4909
0.035,105.0,55.0,0.125,0.06666699999999999,0.13976,-3.54,2.2173,1.0,1.1,4.3,2.2173,70.1,-10.335999999999999,0.071,1.6319
0.035,105.0,55.0,0.125,0.06666699999999999,0.12345999999999999,-3.6605,1.8355,1.0,1.1,5.0,1.8355,65.2,-11.08,0.071,1.9181
0.035,105.0,55.0,0.25,0.2,0.17424,-2.1763,3.8251,1.0,1.1,3.6,3.8251,80.2,-15.431,0.0781,3.9908
0.035,105.0,55.0,0.25,0.2,0.15374000000000002,-2.4227,3.3182,1.0,1.1,4.3,3.3182,73.65,-15.607000000000001,0.0781,3.542
0.035,105.0,55.0,0.25,0.2,0.1358,-2.6111,2.905,1.0,1.1,5.0,2.905,68.35,-16.33,0.0781,3.1821
0.035,105.0,55.0,0.125,0.2,0.1358,-3.243,2.3001,1.0,1.1,5.0,2.3001,66.7,-10.477,0.0781,1.6733
0.035,105.0,55.0,0.25,0.06666699999999999,0.17424,-2.8154,3.1905,1.0,1.1,3.6,3.1905,77.3,-10.652000000000001,0.0781,2.3858
0.035,105.0,55.0,0.25,0.06666699999999999,0.15374000000000002,-3.0334,2.6929,1.0,1.1,4.3,2.6929,70.9,-10.917,0.0781,2.2794
0.035,105.0,55.0,0.25,0.06666699999999999,0.1358,-3.1837,2.2902,1.0,1.1,5.0,2.2902,65.8,-11.49,0.0781,2.3028
0.035,105.0,55.0,0.125,0.06666699999999999,0.1358,-3.476,2.0118,1.0,1.1,5.0,2.0118,65.05,-10.215,0.0781,1.3786
0.035,,,0.26666999999999996,0.24,0.07,-2.7871,2.3147,0.8,0.7,4.3,2.3147,101.1,-32.387,0.05,5.1495
0.035,,,0.13333,0.24,0.07,-3.6963,1.4896,0.8,0.7,4.3,1.4896,95.75,-11.468,0.05,3.4852
0.035,,,0.044444,0.24,0.07,-3.7964,1.304,0.8,0.7,4.3,1.304,90.95,-13.373,0.05,3.843
0.035,,,0.26666999999999996,0.08,0.07,-3.3867,1.5957,0.8,0.7,4.3,1.5957,91.4,-18.59,0.05,5.1488
0.035,,,0.13333,0.08,0.07,-3.8426,1.1996,0.8,0.7,4.3,1.1996,89.9,-14.74,0.05,4.3872
0.035,,,0.044444,0.08,0.07,-3.9758,1.0763,0.8,0.7,4.3,1.0763,88.85,-15.064,0.05,4.2636
0.035,,,0.26666999999999996,0.026667000000000003,0.07,-3.7931,1.2238,0.8,0.7,4.3,1.2238,89.5,-14.788,0.05,4.4576
0.035,,,0.13333,0.026667000000000003,0.07,-3.9627,1.0765,0.8,0.7,4.3,1.0765,88.75,-14.4,0.05,4.1788
0.035,,,0.044444,0.026667000000000003,0.07,-4.0117,1.0366,0.8,0.7,4.3,1.0366,88.4,-14.6,0.05,4.1521
0.035,,,0.26666999999999996,0.24,0.1,-1.8805,3.2325,0.8,0.7,4.3,3.2325,101.0,-16.634,0.07,5.9804
0.035,,,0.26666999999999996,0.08,0.1,-2.5116,2.4417,0.8,0.7,4.3,2.4417,90.9,-13.798,0.07,5.039
0.035,,,0.13333,0.08,0.1,-3.1075,1.8925,0.8,0.7,4.3,1.8925,88.95,-10.843,0.07,3.0838
0.035,,,0.044444,0.08,0.1,-3.2467,1.758,0.8,0.7,4.3,1.758,87.85,-10.845,0.07,3.0308
0.035,,,0.26666999999999996,0.026667000000000003,0.1,-2.8174,2.1626,0.8,0.7,4.3,2.1626,89.3,-11.494000000000002,0.07,3.4033
0.035,,,0.13333,0.026667000000000003,0.1,-3.0904,1.912,0.8,0.7,4.3,1.912,88.35,-10.402999999999999,0.07,2.2888
0.035,,,0.044444,0.026667000000000003,0.1,"-3.1491""",1.86,0.8,0.7,4.3,1.86,87.9,-10.217,0.07,2.1179
0.035,,,0.26666999999999996,0.24,0.14,-1.5444,3.6013,0.8,0.7,4.3,3.6013,102.6,-11.675999999999998,0.09,5.7655
0.035,,,0.26666999999999996,0.08,0.14,-2.0259,2.8994,0.8,0.7,4.3,2.8994,91.05,-11.084000000000001,0.09,3.9638
0.035,,,0.26666999999999996,0.24,0.07,-3.5408,1.8378,0.8,0.8,4.3,1.8378,96.75,-13.16,0.05,2.7963
0.035,,,0.13333,0.24,0.07,-3.4625,2.1276,0.8,0.8,4.3,2.1276,94.25,-15.537,0.05,4.4729
0.035,,,0.044444,0.24,0.07,-3.7424,1.7881,0.8,0.8,4.3,1.7881,90.2,-16.215,0.05,4.1542
0.035,,,0.26666999999999996,0.08,0.07,-3.4563,1.9236,0.8,0.8,4.3,1.9236,90.45,-28.679000000000002,0.05,4.973
0.035,,,0.13333,0.08,0.07,-3.826,1.6376,0.8,0.8,4.3,1.6376,89.25,-18.066,0.05,4.5284
0.035,,,0.044444,0.08,0.07,-3.9726,1.5030000000000001,0.8,0.8,4.3,1.5030000000000001,88.35,-17.954,0.05,4.3667
0.035,,,0.26666999999999996,0.026667000000000003,0.07,-3.7505,1.68,0.8,0.8,4.3,1.68,88.9,-18.169,0.05,4.6397
0.035,,,0.13333,0.026667000000000003,0.07,-3.9432,1.5171,0.8,0.8,4.3,1.5171,88.25,-17.125999999999998,0.05,4.3657
0.035,,,0.044444,0.026667000000000003,0.07,-3.9672,1.5034,0.8,0.8,4.3,1.5034,87.95,-17.223,0.05,4.2939
0.035,,,0.26666999999999996,0.24,0.1,-2.0992,3.275,0.8,0.8,4.3,3.275,96.25,-19.886,0.07,4.2958
0.035,,,0.13333,0.24,0.1,-2.7592,2.7785,0.8,0.8,4.3,2.7785,93.1,-11.775,0.07,3.7719
0.035,,,0.044444,0.24,0.1,-3.0101,2.4676,0.8,0.8,4.3,2.4676,89.25,-11.727,0.07,3.3988
0.035,,,0.26666999999999996,0.08,0.1,-2.4576,2.8897,0.8,0.8,4.3,2.8897,89.8,-18.518,0.07,5.3554
0.035,,,0.13333,0.08,0.1,-3.0201,2.398,0.8,0.8,4.3,2.398,88.25,-12.849,0.07,4.21
0.035,,,0.044444,0.08,0.1,-3.1872,2.2409,0.8,0.8,4.3,2.2409,87.3,-12.515999999999998,0.07,3.9915
0.035,,,0.26666999999999996,0.026667000000000003,0.1,-2.7223,2.67,0.8,0.8,4.3,2.67,88.5,-13.908,0.07,4.1634
0.035,,,0.13333,0.026667000000000003,0.1,-2.9984,2.4234,0.8,0.8,4.3,2.4234,87.7,-12.15,0.07,3.5314
0.035,,,0.044444,0.026667000000000003,0.1,-3.0814,2.3488,0.8,0.8,4.3,2.3488,87.3,-11.797,0.07,3.3595
0.035,,,0.26666999999999996,0.24,0.14,-1.4081,3.947,0.8,0.8,4.3,3.947,96.45,-38.305,0.09,5.6351
0.035,,,0.26666999999999996,0.08,0.14,-1.8604,3.4493,0.8,0.8,4.3,3.4493,89.7,-14.578,0.09,5.2851
0.035,,,0.26666999999999996,0.026667000000000003,0.14,-2.3144,3.0334,0.8,0.8,4.3,3.0334,88.2,-10.880999999999998,0.09,3.1192
0.035,,,0.13333,0.24,0.07,-3.2829,2.6387,0.8,0.9,4.3,2.6387,93.05,-22.846,0.05,4.5518
0.035,,,0.044444,0.24,0.07,-3.683,2.2119,0.8,0.9,4.3,2.2119,89.55,-20.187,0.05,4.1862
0.035,,,0.26666999999999996,0.08,0.07,-3.5601,2.1772,0.8,0.9,4.3,2.1772,89.7,-29.131,0.05,4.638999999999999
0.035,,,0.13333,0.08,0.07,-3.8036,2.0278,0.8,0.9,4.3,2.0278,88.7,-23.041,0.05,4.5089
0.035,,,0.044444,0.08,0.07,-3.9228,1.9263,0.8,0.9,4.3,1.9263,87.9,-21.991,0.05,4.3548
0.035,,,0.26666999999999996,0.026667000000000003,0.07,-3.7739,2.0282,0.8,0.9,4.3,2.0282,88.4,-23.191999999999997,0.05,4.6234
0.035,,,0.13333,0.026667000000000003,0.07,-3.9162,1.9178,0.8,0.9,4.3,1.9178,87.8,-20.796,0.05,4.3877
0.035,,,0.044444,0.026667000000000003,0.07,-3.9779,1.8676,0.8,0.9,4.3,1.8676,87.55,-20.715999999999998,0.05,4.2943
0.035,,,0.26666999999999996,0.24,0.1,-2.8522,2.7611,0.8,0.9,4.3,2.7611,93.2,-10.279000000000002,0.07,1.1417
0.035,,,0.13333,0.24,0.1,-2.4986,3.3679,0.8,0.9,4.3,3.3679,91.85,-15.720999999999998,0.07,4.6573
0.035,,,0.044444,0.24,0.1,-2.8813,2.9603,0.8,0.9,4.3,2.9603,88.5,-13.937999999999999,0.07,4.0484
0.035,,,0.26666999999999996,0.08,0.1,-2.4591,3.2482,0.8,0.9,4.3,3.2482,88.9,-27.930999999999997,0.07,5.2235
0.035,,,0.13333,0.08,0.1,-2.9305,2.8558,0.8,0.9,4.3,2.8558,87.65,-15.347000000000001,0.07,4.66
0.035,,,0.044444,0.08,0.1,-3.1054,2.6978,0.8,0.9,4.3,2.6978,86.8,-14.505999999999998,0.07,4.4201
0.035,,,0.26666999999999996,0.026667000000000003,0.1,-2.6126,3.1467,0.8,0.9,4.3,3.1467,87.85,-17.085,0.07,4.4682
0.035,,,0.13333,0.026667000000000003,0.1,-2.8845,2.9088,0.8,0.9,4.3,2.9088,87.15,-14.209000000000001,0.07,4.0544
0.035,,,0.044444,0.026667000000000003,0.1,-2.9757,2.8315,0.8,0.9,4.3,2.8315,86.85,-13.605,0.07,3.8796
0.035,,,0.26666999999999996,0.24,0.14,-1.783,3.7894,0.8,0.9,4.3,3.7894,92.9,-13.55,0.09,3.2146
0.035,,,0.13333,0.24,0.14,-2.164,3.6419,0.8,0.9,4.3,3.6419,91.05,-11.704,0.09,4.0109
0.035,,,0.044444,0.24,0.14,-2.5603,3.2289,0.8,0.9,4.3,3.2289,87.7,-10.488,0.09,2.6233
0.035,,,0.26666999999999996,0.08,0.14,-1.776,3.8768,0.8,0.9,4.3,3.8768,88.55,-20.086,0.09,5.4879999999999995
0.035,,,0.13333,0.08,0.14,-2.437,3.3094,0.8,0.9,4.3,3.3094,87.1,-11.511,0.09,3.7078
0.035,,,0.044444,0.08,0.14,-2.6639,3.0988,0.8,0.9,4.3,3.0988,86.1,-10.647,0.09,2.8138
0.035,,,0.26666999999999996,0.026667000000000003,0.14,-2.1616,3.5498,0.8,0.9,4.3,3.5498,87.4,-13.140999999999998,0.09,4.2787
0.035,,,0.13333,0.026667000000000003,0.14,-2.5333,3.2147,0.8,0.9,4.3,3.2147,86.5,-10.892000000000001,0.09,3.0487
0.035,,,0.044444,0.026667000000000003,0.14,-2.6393,3.1196,0.8,0.9,4.3,3.1196,86.05,-10.382,0.09,2.3935
0.035,,,0.13333,0.24,0.07,-3.2862,2.971,0.8,1.0,4.3,2.971,91.95,-34.554,0.05,4.275
0.035,,,0.044444,0.24,0.07,-3.5993,2.6402,0.8,1.0,4.3,2.6402,89.0,-27.163,0.05,4.1537
0.035,,,0.26666999999999996,0.08,0.07,-3.6805,2.3857,0.8,1.0,4.3,2.3857,89.05,-20.067999999999998,0.05,4.2162
0.035,,,0.13333,0.08,0.07,-3.7904,2.3806,0.8,1.0,4.3,2.3806,88.25,-34.124,0.05,4.4032
0.035,,,0.044444,0.08,0.07,-3.9391,2.2508,0.8,1.0,4.3,2.2508,87.5,-29.01,0.05,4.2656
0.035,,,0.26666999999999996,0.026667000000000003,0.07,-3.7415,2.399,0.8,1.0,4.3,2.399,87.95,-34.327,0.05,4.5236
0.035,,,0.13333,0.026667000000000003,0.07,-3.9032,2.2715,0.8,1.0,4.3,2.2715,87.45,-26.575,0.05,4.3232
0.035,,,0.044444,0.026667000000000003,0.07,-3.9344,2.2532,0.8,1.0,4.3,2.2532,87.2,-26.01,0.05,4.2567
0.035,,,0.13333,0.24,0.1,-2.3856,3.8202,0.8,1.0,4.3,3.8202,90.75,-22.99,0.07,4.7691
0.035,,,0.044444,0.24,0.1,-2.7661,3.4268,0.8,1.0,4.3,3.4268,87.9,-16.832,0.07,4.3754
0.035,,,0.26666999999999996,0.08,0.1,-2.5282,3.498,0.8,1.0,4.3,3.498,88.1,-29.655,0.07,4.8893
0.035,,,0.13333,0.08,0.1,-2.8507,3.2785,0.8,1.0,4.3,3.2785,87.15,-18.691,0.07,4.8312
