speed of light,permittivity,patch_length,patch_width,substrate_height,feed_depth,feed_gap_width,resonance,s11,realized_gain,l3vertical,l3horizontal
299792458000.0,4.3,0.95,0.8,0.07,0.052778,0.031667,74200000000.0,-11.246,1.2823,1.2823,-3.6277
299792458000.0,4.3,0.95,0.8,0.09,0.31667,0.285,87900000000.0,-12.514,3.1628,3.1628,-1.9309
299792458000.0,4.3,0.95,0.8,0.09,0.15833,0.285,79850000000.0,-7.1406,1.673,1.673,-3.3345
299792458000.0,4.3,0.95,0.8,0.09,0.052778,0.285,75600000000.0,-8.1005,1.6536,1.6536,-3.2662
299792458000.0,4.3,0.95,0.8,0.09,0.31667,0.095,77200000000.0,-11.361,2.4397,2.4397,-2.4099
299792458000.0,4.3,0.95,0.8,0.09,0.15833,0.095,74800000000.0,-8.7313,1.7128,1.7128,-3.1657
299792458000.0,4.3,0.95,0.8,0.09,0.052778,0.095,73650000000.0,-8.8255,1.5687,1.5687,-3.3027
299792458000.0,4.3,0.95,0.8,0.09,0.31667,0.031667,75350000000.0,-9.4288,2.0224,2.0224,-2.8445
299792458000.0,4.3,0.95,0.8,0.09,0.15833,0.031667,74200000000.0,-8.5863,1.7087,1.7087,-3.164
299792458000.0,4.3,0.95,0.8,0.09,0.052778,0.031667,73700000000.0,-8.5023,1.6389,1.6389,-3.2341
299792458000.0,4.3,0.95,0.9,0.05,0.31667,0.285,82850000000.0,-14.217,0.97177,0.97177,-4.2859
299792458000.0,4.3,0.95,0.9,0.05,0.15833,0.285,80250000000.0,-15.383,1.3122,1.3122,-4.1315
299792458000.0,4.3,0.95,0.9,0.05,0.052778,0.285,76400000000.0,-17.768,0.9437,0.9437,-4.4143
299792458000.0,4.3,0.95,0.9,0.05,0.31667,0.095,76750000000.0,-31.036,1.1258,1.1258,-4.0881
299792458000.0,4.3,0.95,0.9,0.05,0.15833,0.095,75700000000.0,-19.086,0.8637799999999999,0.8637799999999999,-4.4324
299792458000.0,4.3,0.95,0.9,0.05,0.052778,0.095,74800000000.0,-19.603,0.7345,0.7345,-4.5681
299792458000.0,4.3,0.95,0.9,0.05,0.31667,0.031667,75100000000.0,-18.939,0.6735,0.6735,-4.5826
299792458000.0,4.3,0.95,0.9,0.05,0.15833,0.031667,74550000000.0,-19.48,0.49862,0.49862,-4.7845
299792458000.0,4.3,0.95,0.9,0.05,0.052778,0.031667,74300000000.0,-20.471,0.48767,0.48767,-4.8043
299792458000.0,4.3,0.95,0.9,0.07,0.31667,0.285,82600000000.0,-21.589,2.5938,2.5938,-2.6817
299792458000.0,4.3,0.95,0.9,0.07,0.15833,0.285,79350000000.0,-11.478,2.1122,2.1122,-3.2903
299792458000.0,4.3,0.95,0.9,0.07,0.052778,0.285,75650000000.0,-12.26,1.8281,1.8281,-3.4904
299792458000.0,4.3,0.95,0.9,0.07,0.31667,0.095,76300000000.0,-18.729,2.2475,2.2475,-2.9489
299792458000.0,4.3,0.95,0.9,0.07,0.15833,0.095,74900000000.0,-13.335,1.7759,1.7759,-3.4885
299792458000.0,4.3,0.95,0.9,0.07,0.052778,0.095,74000000000.0,-13.334,1.6339,1.6339,-3.6356
299792458000.0,4.3,0.95,0.9,0.07,0.31667,0.031667,74950000000.0,-14.062,2.0256,2.0256,-3.2103
299792458000.0,4.3,0.95,0.9,0.07,0.15833,0.031667,74200000000.0,-12.726,1.763,1.763,-3.4981
299792458000.0,4.3,0.95,0.9,0.07,0.052778,0.031667,73850000000.0,-12.616,1.7069,1.7069,-3.5626
299792458000.0,4.3,0.95,0.9,0.09,0.31667,0.285,82900000000.0,-31.77,3.4621,3.4621,-1.8128
299792458000.0,4.3,0.95,0.9,0.09,0.15833,0.285,78750000000.0,-8.8371,2.4043,2.4043,-2.9617
299792458000.0,4.3,0.95,0.9,0.09,0.052778,0.285,75050000000.0,-9.2388,2.1874,2.1874,-3.0945
299792458000.0,4.3,0.95,0.9,0.09,0.31667,0.095,76200000000.0,-14.263,2.8875,2.8875,-2.2906
299792458000.0,4.3,0.95,0.9,0.09,0.15833,0.095,74300000000.0,-9.991,2.1975,2.1975,-3.0287
299792458000.0,4.3,0.95,0.9,0.09,0.052778,0.095,73300000000.0,-9.8688,2.0261,2.0261,-3.2012
299792458000.0,4.3,0.95,0.9,0.09,0.31667,0.031667,74800000000.0,-10.996,2.5268,2.5268,-2.6788
299792458000.0,4.3,0.95,0.9,0.09,0.15833,0.031667,73800000000.0,-9.6804,2.188,2.188,-3.0372
299792458000.0,4.3,0.95,0.9,0.09,0.052778,0.031667,73350000000.0,-9.4795,2.0971,2.0971,-3.1331
299792458000.0,4.3,0.95,1.0,0.05,0.31667,0.285,80400000000.0,-9.1167,-0.21943,-0.21943,-5.6967
299792458000.0,4.3,0.95,1.0,0.05,0.15833,0.285,79300000000.0,-20.995,1.7153,1.7153,-4.0325
299792458000.0,4.3,0.95,1.0,0.05,0.052778,0.285,75950000000.0,-21.638,1.3551,1.3551,-4.3447
299792458000.0,4.3,0.95,1.0,0.05,0.31667,0.095,76200000000.0,-29.736,1.3085,1.3085,-4.2435
299792458000.0,4.3,0.95,1.0,0.05,0.15833,0.095,75300000000.0,-23.696,1.1813,1.1813,-4.4587
299792458000.0,4.3,0.95,1.0,0.05,0.052778,0.095,74500000000.0,-23.65,1.0377,1.0377,-4.6162
299792458000.0,4.3,0.95,1.0,0.05,0.31667,0.031667,74750000000.0,-23.037,0.93226,0.93226,-4.6736
299792458000.0,4.3,0.95,1.0,0.05,0.15833,0.031667,74250000000.0,-23.236,0.82594,0.82594,-4.8089
299792458000.0,4.3,0.95,1.0,0.05,0.052778,0.031667,74000000000.0,-24.547,0.8560200000000001,0.8560200000000001,-4.789
299792458000.0,4.3,0.95,1.0,0.07,0.31667,0.285,80050000000.0,-11.524,2.1715,2.1715,-3.3348
299792458000.0,4.3,0.95,1.0,0.07,0.15833,0.285,78400000000.0,-14.59,2.6258,2.6258,-3.0864
299792458000.0,4.3,0.95,1.0,0.07,0.052778,0.285,75200000000.0,-14.165,2.2661,2.2661,-3.3987
299792458000.0,4.3,0.95,1.0,0.07,0.31667,0.095,75600000000.0,-26.087,2.5001,2.5001,-3.0292
299792458000.0,4.3,0.95,1.0,0.07,0.15833,0.095,74450000000.0,-15.469,2.1288,2.1288,-3.4791
299792458000.0,4.3,0.95,1.0,0.07,0.052778,0.095,73650000000.0,-15.107,1.9694,1.9694,-3.6488
299792458000.0,4.3,0.95,1.0,0.07,0.31667,0.031667,74500000000.0,-16.601,2.3556,2.3556,-3.2257
299792458000.0,4.3,0.95,1.0,0.07,0.15833,0.031667,73850000000.0,-14.512,2.1576,2.1576,-3.4528
299792458000.0,4.3,0.95,1.0,0.07,0.052778,0.031667,73500000000.0,-14.254,2.0621,2.0621,-3.5563
299792458000.0,4.3,0.95,1.0,0.09,0.31667,0.285,79950000000.0,-15.414,3.3274,3.3274,-2.1626
299792458000.0,4.3,0.95,1.0,0.09,0.15833,0.285,77800000000.0,-10.948,3.0155,3.0155,-2.6583
299792458000.0,4.3,0.95,1.0,0.09,0.052778,0.285,74500000000.0,-10.53,2.6352,2.6352,-2.9942
299792458000.0,4.3,0.95,1.0,0.09,0.31667,0.095,75350000000.0,-18.329,3.2273,3.2273,-2.2774
299792458000.0,4.3,0.95,1.0,0.09,0.15833,0.095,73900000000.0,-11.435,2.6644,2.6644,-2.9166
299792458000.0,4.3,0.95,1.0,0.09,0.052778,0.095,72950000000.0,-11.028,2.4676,2.4676,-3.1212
299792458000.0,4.3,0.95,1.0,0.09,0.31667,0.031667,74250000000.0,-12.833,2.9552,2.9552,-2.5971
299792458000.0,4.3,0.95,1.0,0.09,0.15833,0.031667,73350000000.0,-10.939,2.6119,2.6119,-2.9705
299792458000.0,4.3,0.95,1.0,0.09,0.052778,0.031667,72950000000.0,-10.608,2.5372,2.5372,-3.0532
299792458000.0,4.3,0.95,1.1,0.05,0.31667,0.285,78650000000.0,-6.8128,-1.8699,-1.8699,-7.5364
299792458000.0,4.3,0.95,1.1,0.05,0.15833,0.285,78450000000.0,-37.477,1.9834,1.9834,-4.0432
299792458000.0,4.3,0.95,1.1,0.05,0.052778,0.285,75550000000.0,-28.251,1.614,1.614,-4.3681
299792458000.0,4.3,0.95,1.1,0.05,0.31667,0.095,75700000000.0,-21.22,1.3882,1.3882,-4.4351
299792458000.0,4.3,0.95,1.1,0.05,0.15833,0.095,74950000000.0,-32.806999999999995,1.5255,1.5255,-4.3943
299792458000.0,4.3,0.95,1.1,0.05,0.052778,0.095,74250000000.0,-30.731,1.3651,1.3651,-4.5682
299792458000.0,4.3,0.95,1.1,0.05,0.31667,0.031667,74450000000.0,-30.003,1.1664,1.1664,-4.7174
299792458000.0,4.3,0.95,1.1,0.05,0.15833,0.031667,74000000000.0,-29.266,1.1894,1.1894,-4.7238
299792458000.0,4.3,0.95,1.1,0.05,0.052778,0.031667,73800000000.0,-31.563,1.1251,1.1251,-4.7982
299792458000.0,4.3,0.95,1.1,0.07,0.31667,0.285,78150000000.0,-7.7946,1.1925,1.1925,-4.5143
299792458000.0,4.3,0.95,1.1,0.07,0.15833,0.285,77600000000.0,-19.302,3.0437,3.0437,-2.9485
299792458000.0,4.3,0.95,1.1,0.07,0.052778,0.285,74750000000.0,-16.527,2.6409,2.6409,-3.3132
299792458000.0,4.3,0.95,1.1,0.07,0.31667,0.095,75050000000.0,-38.706,2.7675,2.7675,-3.0355
299792458000.0,4.3,0.95,1.1,0.07,0.15833,0.095,74100000000.0,-18.168,2.5177,2.5177,-3.3751
299792458000.0,4.3,0.95,1.1,0.07,0.052778,0.095,73350000000.0,-17.236,2.3186,2.3186,-3.5852
299792458000.0,4.3,0.95,1.1,0.07,0.31667,0.031667,74100000000.0,-19.964,2.7168,2.7168,-3.1439
299792458000.0,4.3,0.95,1.1,0.07,0.15833,0.031667,73500000000.0,-16.659000000000002,2.4813,2.4813,-3.4127
299792458000.0,4.3,0.95,1.1,0.07,0.052778,0.031667,73250000000.0,-16.189,2.4341,2.4341,-3.471
299792458000.0,4.3,0.95,1.1,0.09,0.31667,0.285,77850000000.0,-9.4495,2.7356,2.7356,-2.9539
299792458000.0,4.3,0.95,1.1,0.09,0.15833,0.285,76950000000.0,-13.763,3.5314,3.5314,-2.418
299792458000.0,4.3,0.95,1.1,0.09,0.052778,0.285,74050000000.0,-12.035,3.0903,3.0903,-2.8253
299792458000.0,4.3,0.95,1.1,0.09,0.31667,0.095,74650000000.0,-25.523000000000003,3.5028,3.5028,-2.27
299792458000.0,4.3,0.95,1.1,0.09,0.15833,0.095,73500000000.0,-13.13,3.0484,3.0484,-2.8163
299792458000.0,4.3,0.95,1.1,0.09,0.052778,0.095,72650000000.0,-12.345999999999998,2.8423,2.8423,-3.0342
299792458000.0,4.3,0.95,1.1,0.09,0.31667,0.031667,73750000000.0,-15.118,3.3421,3.3421,-2.4905
299792458000.0,4.3,0.95,1.1,0.09,0.15833,0.031667,73000000000.0,-12.359000000000002,3.0519,3.0519,-2.8137
299792458000.0,4.3,0.95,1.1,0.09,0.052778,0.031667,72650000000.0,-11.85,2.9233,2.9233,-2.9536
299792458000.0,4.3,1.0,0.7,0.05,0.33333,0.3,93400000000.0,-11.55,0.75332,0.75332,-4.1542
299792458000.0,4.3,1.0,0.7,0.05,0.16667,0.3,78950000000.0,-8.7596,-0.48012,-0.48012,-5.0641
299792458000.0,4.3,1.0,0.7,0.05,0.055556,0.3,73950000000.0,-12.669,-0.22399,-0.22399,-4.6818
299792458000.0,4.3,1.0,0.7,0.05,0.33333,0.1,74700000000.0,-14.106,0.2006,0.2006,-4.1637
299792458000.0,4.3,1.0,0.7,0.05,0.16667,0.1,72950000000.0,-13.441,-0.33036,-0.33036,-4.7324
299792458000.0,4.3,1.0,0.7,0.05,0.055556,0.1,71900000000.0,-14.735,-0.39308,-0.39308,-4.7968
299792458000.0,4.3,1.0,0.7,0.05,0.33333,0.033333,72100000000.0,-13.408,-0.54594,-0.54594,-4.9124
299792458000.0,4.3,1.0,0.7,0.05,0.16667,0.033333,71500000000.0,-14.674,-0.68121,-0.68121,-5.0652
299792458000.0,4.3,1.0,0.7,0.05,0.055556,0.033333,71250000000.0,-15.614,-0.63598,-0.63598,-5.0277
299792458000.0,4.3,1.0,0.7,0.07,0.33333,0.3,110000000000.0,-7.6659,1.5522,1.5522,-5.4372
299792458000.0,4.3,1.0,0.7,0.07,0.16667,0.3,79800000000.0,-5.9877,-0.23917,-0.23917,-4.8138
299792458000.0,4.3,1.0,0.7,0.07,0.055556,0.3,73800000000.0,-8.9205,0.51369,0.51369,-3.9178
299792458000.0,4.3,1.0,0.7,0.07,0.33333,0.1,74600000000.0,-10.937,1.1828,1.1828,-3.1712
299792458000.0,4.3,1.0,0.7,0.07,0.16667,0.1,72350000000.0,-9.757,0.5289699999999999,0.5289699999999999,-3.8321
299792458000.0,4.3,1.0,0.7,0.07,0.055556,0.1,71300000000.0,-10.3,0.47487,0.47487,-3.8825
299792458000.0,4.3,1.0,0.7,0.07,0.33333,0.033333,72450000000.0,-9.9257,0.78843,0.78843,-3.5599
299792458000.0,4.3,1.0,0.7,0.07,0.16667,0.033333,71450000000.0,-9.7518,0.56198,0.56198,-3.7902
299792458000.0,4.3,1.0,0.7,0.07,0.055556,0.033333,71050000000.0,-9.9415,0.56899,0.56899,-3.7855
299792458000.0,4.3,1.0,0.7,0.09,0.33333,0.3,110000000000.0,-6.674,1.8644,1.8644,-5.154
299792458000.0,4.3,1.0,0.7,0.09,0.16667,0.3,78700000000.0,-4.9383,0.027639,0.027639,-4.464
299792458000.0,4.3,1.0,0.7,0.09,0.055556,0.3,73050000000.0,-6.8789,0.78099,0.78099,-3.594
299792458000.0,4.3,1.0,0.7,0.09,0.33333,0.1,75000000000.0,-8.5823,1.5952,1.5952,-2.7594
299792458000.0,4.3,1.0,0.7,0.09,0.16667,0.1,71600000000.0,-7.5139,0.8156899999999999,0.8156899999999999,-3.5026
299792458000.0,4.3,1.0,0.7,0.09,0.055556,0.1,70450000000.0,-7.9038,0.77187,0.77187,-3.5377
299792458000.0,4.3,1.0,0.7,0.09,0.33333,0.033333,72500000000.0,-7.8092,1.19,1.19,-3.133
299792458000.0,4.3,1.0,0.7,0.09,0.16667,0.033333,71150000000.0,-7.4618,0.92462,0.92462,-3.3923
299792458000.0,4.3,1.0,0.7,0.09,0.055556,0.033333,70600000000.0,-7.5234,0.8859299999999999,0.8859299999999999,-3.429
299792458000.0,4.3,1.0,0.8,0.05,0.33333,0.3,84300000000.0,-21.72,1.2041,1.2041,-3.7562
299792458000.0,4.3,1.0,0.8,0.05,0.16667,0.3,77800000000.0,-11.092,0.31668,0.31668,-4.6512
299792458000.0,4.3,1.0,0.8,0.05,0.055556,0.3,73350000000.0,-14.784,0.17362,0.17362,-4.6819
299792458000.0,4.3,1.0,0.8,0.05,0.33333,0.1,73900000000.0,-18.394,0.54652,0.54652,-4.1976
299792458000.0,4.3,1.0,0.8,0.05,0.16667,0.1,72500000000.0,-15.739,0.038492,0.038492,-4.7563
299792458000.0,4.3,1.0,0.8,0.05,0.055556,0.1,71550000000.0,-16.97,-0.060477,-0.060477,-4.8561
299792458000.0,4.3,1.0,0.8,0.05,0.33333,0.033333,71800000000.0,-15.537,-0.13330999999999998,-0.13330999999999998,-4.8872
299792458000.0,4.3,1.0,0.8,0.05,0.16667,0.033333,71200000000.0,-16.777,-0.28327,-0.28327,-5.0578
299792458000.0,4.3,1.0,0.8,0.05,0.055556,0.033333,70950000000.0,-17.86,-0.24397,-0.24397,-5.0264
299792458000.0,4.3,1.0,0.8,0.07,0.33333,0.3,84600000000.0,-14.193,2.2945,2.2945,-2.7021
299792458000.0,4.3,1.0,0.8,0.07,0.16667,0.3,77000000000.0,-8.55,1.0777,1.0777,-3.8507
299792458000.0,4.3,1.0,0.8,0.07,0.055556,0.3,72700000000.0,-10.45,1.0411,1.0411,-3.7773
299792458000.0,4.3,1.0,0.8,0.07,0.33333,0.1,73650000000.0,-13.763,1.626,1.626,-3.0988
299792458000.0,4.3,1.0,0.8,0.07,0.16667,0.1,71900000000.0,-11.183,1.0378,1.0378,-3.7227
299792458000.0,4.3,1.0,0.8,0.07,0.055556,0.1,70900000000.0,-11.555,0.91609,0.91609,-3.8397
299792458000.0,4.3,1.0,0.8,0.07,0.33333,0.033333,71900000000.0,-11.539,1.2617,1.2617,-3.4722
299792458000.0,4.3,1.0,0.8,0.07,0.16667,0.033333,71050000000.0,-11.025,1.0262,1.0262,-3.7232
299792458000.0,4.3,1.0,0.8,0.07,0.055556,0.033333,70650000000.0,-11.145,0.95055,0.95055,-3.8013
299792458000.0,4.3,1.0,0.8,0.09,0.33333,0.3,86550000000.0,-10.684,2.7865,2.7865,-2.27
299792458000.0,4.3,1.0,0.8,0.09,0.16667,0.3,76400000000.0,-6.6738,1.2526,1.2526,-3.6283
299792458000.0,4.3,1.0,0.8,0.09,0.055556,0.3,72100000000.0,-7.9245,1.3588,1.3588,-3.4067
299792458000.0,4.3,1.0,0.8,0.09,0.33333,0.1,73800000000.0,-10.681,2.1399,2.1399,-2.5728
299792458000.0,4.3,1.0,0.8,0.09,0.16667,0.1,71250000000.0,-8.5405,1.3796,1.3796,-3.3366
299792458000.0,4.3,1.0,0.8,0.09,0.055556,0.1,70150000000.0,-8.7839,1.2671,1.2671,-3.4399
299792458000.0,4.3,1.0,0.8,0.09,0.33333,0.033333,71900000000.0,-9.0773,1.7435,1.7435,-2.9711
299792458000.0,4.3,1.0,0.8,0.09,0.16667,0.033333,70700000000.0,-8.4105,1.4099,1.4099,-3.3009
299792458000.0,4.3,1.0,0.8,0.09,0.055556,0.033333,70200000000.0,-8.3942,1.3583,1.3583,-3.3513
299792458000.0,4.3,1.0,0.9,0.05,0.33333,0.3,80050000000.0,-18.051,0.97597,0.97597,-4.1757
299792458000.0,4.3,1.0,0.9,0.05,0.16667,0.3,76750000000.0,-14.12,0.8809100000000001,0.8809100000000001,-4.4085
299792458000.0,4.3,1.0,0.9,0.05,0.055556,0.3,72850000000.0,-17.378,0.58635,0.58635,-4.6159
299792458000.0,4.3,1.0,0.9,0.05,0.33333,0.1,73250000000.0,-25.433000000000003,0.73144,0.73144,-4.3321
299792458000.0,4.3,1.0,0.9,0.05,0.16667,0.1,72100000000.0,-18.624,0.44694,0.44694,-4.6946
299792458000.0,4.3,1.0,0.9,0.05,0.055556,0.1,71200000000.0,-19.776,0.28676,0.28676,-4.8589
299792458000.0,4.3,1.0,0.9,0.05,0.33333,0.033333,71450000000.0,-18.125,0.15615,0.15615,-4.9449
299792458000.0,4.3,1.0,0.9,0.05,0.16667,0.033333,70950000000.0,-19.321,0.1155,0.1155,-5.0114
299792458000.0,4.3,1.0,0.9,0.05,0.055556,0.033333,70700000000.0,-20.646,0.04903,0.04903,-5.0855
299792458000.0,4.3,1.0,0.9,0.07,0.33333,0.3,79950000000.0,-37.872,2.4982,2.4982,-2.6779
299792458000.0,4.3,1.0,0.9,0.07,0.16667,0.3,75950000000.0,-10.608,1.7369,1.7369,-3.5198
299792458000.0,4.3,1.0,0.9,0.07,0.055556,0.3,72200000000.0,-11.934,1.4995,1.4995,-3.663
299792458000.0,4.3,1.0,0.9,0.07,0.33333,0.1,72900000000.0,-17.480999999999998,2.0088,2.0088,-3.0421
299792458000.0,4.3,1.0,0.9,0.07,0.16667,0.1,71450000000.0,-12.822,1.4353,1.4353,-3.6724
299792458000.0,4.3,1.0,0.9,0.07,0.055556,0.1,70550000000.0,-12.965,1.2859,1.2859,-3.8255
299792458000.0,4.3,1.0,0.9,0.07,0.33333,0.033333,71450000000.0,-13.406,1.651,1.651,-3.4315
299792458000.0,4.3,1.0,0.9,0.07,0.16667,0.033333,70700000000.0,-12.404000000000002,1.4158,1.4158,-3.6881
299792458000.0,4.3,1.0,0.9,0.07,0.055556,0.033333,70350000000.0,-12.422,1.3551,1.3551,-3.7554
299792458000.0,4.3,1.0,0.9,0.09,0.33333,0.3,80450000000.0,-20.498,3.2189,3.2189,-1.9702
299792458000.0,4.3,1.0,0.9,0.09,0.16667,0.3,75350000000.0,-8.2053,2.0067,2.0067,-3.2105
299792458000.0,4.3,1.0,0.9,0.09,0.055556,0.3,71550000000.0,-8.9825,1.8462,1.8462,-3.2841
299792458000.0,4.3,1.0,0.9,0.09,0.33333,0.1,72850000000.0,-13.233,2.5929,2.5929,-2.4451
299792458000.0,4.3,1.0,0.9,0.09,0.16667,0.1,70850000000.0,-9.6936,1.8771,1.8771,-3.1986
299792458000.0,4.3,1.0,0.9,0.09,0.055556,0.1,69800000000.0,-9.7515,1.7009,1.7009,-3.372
299792458000.0,4.3,1.0,0.9,0.09,0.33333,0.033333,71350000000.0,-10.512,2.2108,2.2108,-2.846
299792458000.0,4.3,1.0,0.9,0.09,0.16667,0.033333,70300000000.0,-9.4181,1.8707,1.8707,-3.2023
299792458000.0,4.3,1.0,0.9,0.09,0.055556,0.033333,69900000000.0,-9.3006,1.8127,1.8127,-3.2655
299792458000.0,4.3,1.0,1.0,0.05,0.33333,0.3,77450000000.0,-10.735,-0.097914,-0.097914,-5.4639
299792458000.0,4.3,1.0,1.0,0.05,0.16667,0.3,75850000000.0,-18.534,1.3313,1.3313,-4.2823
299792458000.0,4.3,1.0,1.0,0.05,0.055556,0.3,72400000000.0,-20.853,0.88918,0.88918,-4.6462
299792458000.0,4.3,1.0,1.0,0.05,0.33333,0.1,72700000000.0,-43.154,0.8731200000000001,0.8731200000000001,-4.509
299792458000.0,4.3,1.0,1.0,0.05,0.16667,0.1,71750000000.0,-22.61,0.73897,0.73897,-4.7329
299792458000.0,4.3,1.0,1.0,0.05,0.055556,0.1,70950000000.0,-23.627,0.65552,0.65552,-4.8237
299792458000.0,4.3,1.0,1.0,0.05,0.33333,0.033333,71200000000.0,-21.53,0.50345,0.50345,-4.9255
299792458000.0,4.3,1.0,1.0,0.05,0.16667,0.033333,70700000000.0,-22.74,0.37607,0.37607,-5.0821
299792458000.0,4.3,1.0,1.0,0.05,0.055556,0.033333,70450000000.0,-24.52,0.33132,0.33132,-5.1356
299792458000.0,4.3,1.0,1.0,0.07,0.33333,0.3,77200000000.0,-14.005999999999998,2.1096,2.1096,-3.2882
299792458000.0,4.3,1.0,1.0,0.07,0.16667,0.3,75050000000.0,-13.239,2.2752,2.2752,-3.3107
299792458000.0,4.3,1.0,1.0,0.07,0.055556,0.3,71700000000.0,-13.665,1.8946,1.8946,-3.6087
299792458000.0,4.3,1.0,1.0,0.07,0.33333,0.1,72250000000.0,-23.269,2.2544,2.2544,-3.1105
299792458000.0,4.3,1.0,1.0,0.07,0.16667,0.1,71050000000.0,-14.751,1.8616,1.8616,-3.5803
299792458000.0,4.3,1.0,1.0,0.07,0.055556,0.1,70250000000.0,-14.587,1.6705,1.6705,-3.7769
299792458000.0,4.3,1.0,1.0,0.07,0.33333,0.033333,71050000000.0,-15.630999999999998,2.0572,2.0572,-3.3524
299792458000.0,4.3,1.0,1.0,0.07,0.16667,0.033333,70350000000.0,-14.035,1.7785,1.7785,-3.6585
299792458000.0,4.3,1.0,1.0,0.07,0.055556,0.033333,70050000000.0,-13.942,1.7564,1.7564,-3.6889
299792458000.0,4.3,1.0,1.0,0.09,0.33333,0.3,77200000000.0,-20.068,3.217,3.217,-2.1805
299792458000.0,4.3,1.0,1.0,0.09,0.16667,0.3,74450000000.0,-10.044,2.6251,2.6251,-2.9233
299792458000.0,4.3,1.0,1.0,0.09,0.055556,0.3,71100000000.0,-10.162,2.3252,2.3252,-3.1431
299792458000.0,4.3,1.0,1.0,0.09,0.33333,0.1,72050000000.0,-16.581,2.9675,2.9675,-2.3785
299792458000.0,4.3,1.0,1.0,0.09,0.16667,0.1,70450000000.0,-10.997,2.299,2.299,-3.115
299792458000.0,4.3,1.0,1.0,0.09,0.055556,0.1,69500000000.0,-10.821,2.1004,2.1004,-3.313
299792458000.0,4.3,1.0,1.0,0.09,0.33333,0.033333,70850000000.0,-12.156,2.647,2.647,-2.7402
299792458000.0,4.3,1.0,1.0,0.09,0.16667,0.033333,69950000000.0,-10.569,2.3158,2.3158,-3.0954
299792458000.0,4.3,1.0,1.0,0.09,0.055556,0.033333,69550000000.0,-10.341,2.202,2.202,-3.215
299792458000.0,4.3,1.0,1.1,0.05,0.33333,0.3,75600000000.0,-7.8164,-1.558,-1.558,-7.1172
299792458000.0,4.3,1.0,1.1,0.05,0.16667,0.3,75050000000.0,-27.04,1.6707,1.6707,-4.2082
299792458000.0,4.3,1.0,1.1,0.05,0.055556,0.3,72050000000.0,-26.227,1.2761,1.2761,-4.5496
299792458000.0,4.3,1.0,1.1,0.05,0.33333,0.1,72200000000.0,-24.732,0.99308,0.99308,-4.6805
299792458000.0,4.3,1.0,1.1,0.05,0.16667,0.1,71400000000.0,-29.398000000000003,0.97815,0.97815,-4.7865
299792458000.0,4.3,1.0,1.1,0.05,0.055556,0.1,70700000000.0,-30.064,0.8901600000000001,0.8901600000000001,-4.8847
299792458000.0,4.3,1.0,1.1,0.05,0.33333,0.033333,70900000000.0,-26.609,0.77785,0.77785,-4.9503
299792458000.0,4.3,1.0,1.1,0.05,0.16667,0.033333,70450000000.0,-27.885,0.63048,0.63048,-5.1252
299792458000.0,4.3,1.0,1.1,0.05,0.055556,0.033333,70250000000.0,-30.938,0.6450899999999999,0.6450899999999999,-5.1191
299792458000.0,4.3,1.0,1.1,0.07,0.33333,0.3,75200000000.0,-9.1449,1.3307,1.3307,-4.2686
299792458000.0,4.3,1.0,1.1,0.07,0.16667,0.3,74250000000.0,-16.914,2.6822,2.6822,-3.1622
299792458000.0,4.3,1.0,1.1,0.07,0.055556,0.3,71300000000.0,-15.746,2.2694,2.2694,-3.5294
299792458000.0,4.3,1.0,1.1,0.07,0.33333,0.1,71700000000.0,-40.225,2.4516,2.4516,-3.2043
299792458000.0,4.3,1.0,1.1,0.07,0.16667,0.1,70700000000.0,-17.113,2.1723,2.1723,-3.5699
299792458000.0,4.3,1.0,1.1,0.07,0.055556,0.1,69950000000.0,-16.498,2.0431,2.0431,-3.7112
299792458000.0,4.3,1.0,1.1,0.07,0.33333,0.033333,70650000000.0,-18.437,2.325,2.325,-3.3846
299792458000.0,4.3,1.0,1.1,0.07,0.16667,0.033333,70050000000.0,-15.941,2.1636,2.1636,-3.5795
299792458000.0,4.3,1.0,1.1,0.07,0.055556,0.033333,69750000000.0,-15.688,2.0645,2.0645,-3.6871
299792458000.0,4.3,1.0,1.1,0.09,0.33333,0.3,75000000000.0,-11.382,2.8773,2.8773,-2.7147
299792458000.0,4.3,1.0,1.1,0.09,0.16667,0.3,73650000000.0,-12.385,3.1446,3.1446,-2.6659
299792458000.0,4.3,1.0,1.1,0.09,0.055556,0.3,70650000000.0,-11.513,2.7264,2.7264,-3.0373
299792458000.0,4.3,1.0,1.1,0.09,0.33333,0.1,71400000000.0,-21.658,3.2133,3.2133,-2.4199
299792458000.0,4.3,1.0,1.1,0.09,0.16667,0.1,70100000000.0,-12.498,2.7263,2.7263,-2.9858
299792458000.0,4.3,1.0,1.1,0.09,0.055556,0.1,69250000000.0,-12.022,2.5016,2.5016,-3.2192
299792458000.0,4.3,1.0,1.1,0.09,0.33333,0.033333,70400000000.0,-14.135,3.015,3.015,-2.6687
299792458000.0,4.3,1.0,1.1,0.09,0.16667,0.033333,69600000000.0,-11.848,2.6875,2.6875,-3.0254
299792458000.0,4.3,1.0,1.1,0.09,0.055556,0.033333,69250000000.0,-11.472,2.6013,2.6013,-3.1212
